0;0.003;0.003
0.002;0.006;0.0
0.0125;0.012;0.0
0.025;0.0183;0.0
0.05;0.0281;0.0
0.1;0.0433;0.0
0.15;0.0549;0.0
0.2;0.064;0.0
0.25;0.071;0.0
0.3;0.0761;0.0
0.35;0.0795;0.0
0.4;0.0812;0.0
0.5;0.0802;0.0
0.6;0.0735;0.0
0.7;0.0619;0.0
0.8;0.0456;0.0
0.9;0.0251;0.0
1;0;0
